game_id,name,platform_name,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
178123,Grand Theft Auto III: The Definitive Edition,PC (Microsoft Windows),4,NULL,NULL,NULL,50.2094,11
178123,Grand Theft Auto III: The Definitive Edition,PlayStation 4,4,NULL,NULL,NULL,50.2094,11
178123,Grand Theft Auto III: The Definitive Edition,Xbox One,4,NULL,NULL,NULL,50.2094,11
178123,Grand Theft Auto III: The Definitive Edition,Nintendo Switch,4,NULL,NULL,NULL,50.2094,11
178123,Grand Theft Auto III: The Definitive Edition,PlayStation 5,4,NULL,NULL,NULL,50.2094,11
6859,Organ Trail: Director's Cut,Linux,NULL,NULL,NULL,NULL,73.3350,11
6859,Organ Trail: Director's Cut,PC (Microsoft Windows),NULL,NULL,NULL,NULL,73.3350,11
6859,Organ Trail: Director's Cut,Mac,NULL,NULL,NULL,NULL,73.3350,11
6859,Organ Trail: Director's Cut,Android,NULL,NULL,NULL,NULL,73.3350,11
6859,Organ Trail: Director's Cut,iOS,NULL,NULL,NULL,NULL,73.3350,11
7571,Car Mechanic Simulator 2014,PC (Microsoft Windows),3,NULL,NULL,NULL,60.9291,17
7571,Car Mechanic Simulator 2014,Mac,3,NULL,NULL,NULL,60.9291,17
6059,Blood Bowl 2,PC (Microsoft Windows),9,2,68.5000,11,75.3886,17
6059,Blood Bowl 2,Mac,9,2,68.5000,11,75.3886,17
6059,Blood Bowl 2,PlayStation 4,9,2,68.5000,11,75.3886,17
6059,Blood Bowl 2,Xbox One,9,2,68.5000,11,75.3886,17
74859,Point Blank,PC (Microsoft Windows),4,NULL,NULL,NULL,68.8523,13
6522,Nancy Drew: Message in a Haunted Mansion,PC (Microsoft Windows),1,NULL,NULL,NULL,60.0094,11
20228,Sleeping Dogs: Definitive Edition,PC (Microsoft Windows),47,NULL,74.1667,6,82.2714,170
20228,Sleeping Dogs: Definitive Edition,Mac,47,NULL,74.1667,6,82.2714,170
20228,Sleeping Dogs: Definitive Edition,PlayStation 4,47,NULL,74.1667,6,82.2714,170
20228,Sleeping Dogs: Definitive Edition,Xbox One,47,NULL,74.1667,6,82.2714,170
4845,The LEGO Movie Videogame,PC (Microsoft Windows),16,1,63.5000,10,64.3908,49
4845,The LEGO Movie Videogame,PlayStation 4,16,1,63.5000,10,64.3908,49
4845,The LEGO Movie Videogame,Xbox One,16,1,63.5000,10,64.3908,49
12204,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad?,PC (Microsoft Windows),3,NULL,NULL,NULL,55.9020,14
535,WildStar,PC (Microsoft Windows),8,4,80.2000,12,73.3850,25
6815,Sherlock Holmes: The Awakened,PC (Microsoft Windows),4,NULL,61.6667,4,71.3900,17
135449,Crash Bandicoot,PC (Microsoft Windows),1,NULL,NULL,NULL,86.0618,17
135449,Crash Bandicoot,PlayStation 4,1,NULL,NULL,NULL,86.0618,17
135449,Crash Bandicoot,Xbox One,1,NULL,NULL,NULL,86.0618,17
135449,Crash Bandicoot,Nintendo Switch,1,NULL,NULL,NULL,86.0618,17
139858,Action Taimanin,PC (Microsoft Windows),14,NULL,NULL,NULL,74.8610,21
139858,Action Taimanin,Android,14,NULL,NULL,NULL,74.8610,21
139858,Action Taimanin,iOS,14,NULL,NULL,NULL,74.8610,21
3812,Ryse: Son of Rome,PC (Microsoft Windows),73,NULL,66.0000,13,70.9150,247
3812,Ryse: Son of Rome,Xbox One,73,NULL,66.0000,13,70.9150,247
8973,Football Manager 2012,PC (Microsoft Windows),11,NULL,84.0000,2,92.8863,40
8973,Football Manager 2012,Mac,11,NULL,84.0000,2,92.8863,40
5587,World of Warships,PC (Microsoft Windows),26,10,82.4000,5,69.6788,46
239064,Grand Theft Auto V,PlayStation 4,NULL,NULL,NULL,NULL,93.0813,27
239064,Grand Theft Auto V,Xbox One,NULL,NULL,NULL,NULL,93.0813,27
239064,Grand Theft Auto V,PlayStation 5,NULL,NULL,NULL,NULL,93.0813,27
2594,Tropico 3,PC (Microsoft Windows),20,NULL,75.0000,5,75.9435,46
2594,Tropico 3,Mac,20,NULL,75.0000,5,75.9435,46
7469,Tom Clancy's Splinter Cell: Double Agent,PC (Microsoft Windows),58,NULL,79.2500,5,75.9020,155
3101,Wasteland 2,Linux,35,5,77.5000,12,72.4452,71
3101,Wasteland 2,PC (Microsoft Windows),35,5,77.5000,12,72.4452,71
3101,Wasteland 2,Mac,35,5,77.5000,12,72.4452,71
3101,Wasteland 2,PlayStation 4,35,5,77.5000,12,72.4452,71
3101,Wasteland 2,Xbox One,35,5,77.5000,12,72.4452,71
3293,Power Rangers Time Force,PC (Microsoft Windows),NULL,NULL,NULL,NULL,61.4831,12
2549,Half-Life: Blue Shift,Linux,80,NULL,60.0000,2,72.2590,280
2549,Half-Life: Blue Shift,PC (Microsoft Windows),80,NULL,60.0000,2,72.2590,280
2549,Half-Life: Blue Shift,Mac,80,NULL,60.0000,2,72.2590,280
119062,Archero,Android,1,NULL,NULL,NULL,77.9012,14
119062,Archero,iOS,1,NULL,NULL,NULL,77.9012,14
2483,Pro Race Driver,PC (Microsoft Windows),8,NULL,76.6667,2,63.7464,14
6744,Half-Life: Source,Linux,39,NULL,NULL,NULL,71.1728,78
6744,Half-Life: Source,PC (Microsoft Windows),39,NULL,NULL,NULL,71.1728,78
6744,Half-Life: Source,Mac,39,NULL,NULL,NULL,71.1728,78
338,Half-Life 2: Episode One,Linux,250,NULL,86.5000,4,84.1749,731
338,Half-Life 2: Episode One,PC (Microsoft Windows),250,NULL,86.5000,4,84.1749,731
338,Half-Life 2: Episode One,Mac,250,NULL,86.5000,4,84.1749,731
6738,Half-Life: Decay,PC (Microsoft Windows),9,NULL,NULL,NULL,66.7854,15
10395,Half-Life 2: Lost Coast,Linux,26,NULL,NULL,NULL,67.0550,120
10395,Half-Life 2: Lost Coast,PC (Microsoft Windows),26,NULL,NULL,NULL,67.0550,120
10395,Half-Life 2: Lost Coast,Mac,26,NULL,NULL,NULL,67.0550,120
6739,Black Mesa,Linux,99,7,87.6667,3,89.9044,341
6739,Black Mesa,PC (Microsoft Windows),99,7,87.6667,3,89.9044,341
8001,TOCA 2: Touring Car Challenge,PC (Microsoft Windows),7,NULL,NULL,NULL,81.2933,17
6929,Splatterhouse,PC (Microsoft Windows),1,NULL,NULL,NULL,66.2843,18
7364,Little Busters!,PC (Microsoft Windows),14,NULL,90.0000,1,78.3379,15
7968,Colin McRae Rally 3,PC (Microsoft Windows),8,NULL,83.5000,7,80.0120,36
3201,Project I.G.I.: I'm Going In,PC (Microsoft Windows),31,NULL,NULL,NULL,73.4533,80
143292,Metro Exodus: Enhanced Edition,PC (Microsoft Windows),7,NULL,91.5000,3,80.2991,17
143292,Metro Exodus: Enhanced Edition,PlayStation 5,7,NULL,91.5000,3,80.2991,17
7877,The Legend of Korra,PC (Microsoft Windows),8,NULL,51.5000,8,67.1809,28
7877,The Legend of Korra,PlayStation 4,8,NULL,51.5000,8,67.1809,28
7877,The Legend of Korra,Xbox One,8,NULL,51.5000,8,67.1809,28
4769,The Conduit,Android,4,NULL,70.0000,7,69.9160,14
103340,Xenoblade Chronicles 2: Torna - The Golden Country,Nintendo Switch,6,NULL,81.5000,4,92.4828,25
18130,Alto's Adventure,PC (Microsoft Windows),9,1,NULL,NULL,79.9834,44
18130,Alto's Adventure,Mac,9,1,NULL,NULL,79.9834,44
18130,Alto's Adventure,Android,9,1,NULL,NULL,79.9834,44
18130,Alto's Adventure,iOS,9,1,NULL,NULL,79.9834,44
6920,BlazBlue: Continuum Shift Extend,PC (Microsoft Windows),5,NULL,86.5000,2,69.1245,24
100387,Hyper Scape,PC (Microsoft Windows),23,2,63.5000,4,56.8132,29
100387,Hyper Scape,PlayStation 4,23,2,63.5000,4,56.8132,29
100387,Hyper Scape,Xbox One,23,2,63.5000,4,56.8132,29
2972,The Lord of the Rings: The Fellowship of the Ring,PC (Microsoft Windows),12,NULL,50.7500,4,55.9817,54
3864,Conflict: Desert Storm II,PC (Microsoft Windows),2,NULL,62.5000,2,70.2574,14
9596,Tibia,Linux,28,NULL,NULL,NULL,79.2360,50
9596,Tibia,PC (Microsoft Windows),28,NULL,NULL,NULL,79.2360,50
9596,Tibia,Mac,28,NULL,NULL,NULL,79.2360,50
26359,MU Online,PC (Microsoft Windows),5,NULL,NULL,NULL,62.7698,16
5353,Air Buster,PC (Microsoft Windows),NULL,NULL,NULL,NULL,69.7286,12
6603,Space Channel 5: Part 2,Linux,5,NULL,NULL,NULL,79.5872,14
6603,Space Channel 5: Part 2,PC (Microsoft Windows),5,NULL,NULL,NULL,79.5872,14
411,Final Fantasy XI Online,PC (Microsoft Windows),13,NULL,63.3333,4,78.5029,30
2542,Fighting Force,PC (Microsoft Windows),18,NULL,NULL,NULL,73.6524,59
4275,Flashback: The Quest for Identity,Mac,23,NULL,35.0000,0,83.0645,80
16718,Viscera Cleanup Detail: Shadow Warrior,PC (Microsoft Windows),8,NULL,NULL,NULL,57.8327,21
827,Outcast,PC (Microsoft Windows),17,NULL,90.0000,1,85.9486,28
1957,Alone in the Dark 2,Mac,6,NULL,NULL,NULL,30.3539,17
2474,Claw,PC (Microsoft Windows),17,NULL,60.0000,1,74.2532,40
2451,TrackMania United Forever,PC (Microsoft Windows),13,NULL,80.0000,1,81.8531,26
1294,Tom Clancy's Ghost Recon,PC (Microsoft Windows),18,NULL,68.0000,4,74.8157,60
1294,Tom Clancy's Ghost Recon,Mac,18,NULL,68.0000,4,74.8157,60
47367,Sega Superstars Tennis,Mac,1,NULL,69.4000,7,70.5584,11
1631,James Bond 007: Nightfire,PC (Microsoft Windows),24,NULL,58.3333,3,73.3377,92
1631,James Bond 007: Nightfire,Mac,24,NULL,58.3333,3,73.3377,92
4689,Lumines,PC (Microsoft Windows),7,NULL,85.0000,5,81.5942,20
4689,Lumines,iOS,7,NULL,85.0000,5,81.5942,20
4514,Art of Fighting,PC (Microsoft Windows),2,NULL,NULL,NULL,59.9556,27
4514,Art of Fighting,PlayStation 4,2,NULL,NULL,NULL,59.9556,27
4514,Art of Fighting,Xbox One,2,NULL,NULL,NULL,59.9556,27
4514,Art of Fighting,Nintendo Switch,2,NULL,NULL,NULL,59.9556,27
3370,Hydro Thunder,PC (Microsoft Windows),4,NULL,NULL,NULL,75.9456,19
1978,Bejeweled 3,PC (Microsoft Windows),16,NULL,78.3333,7,75.0167,47
1978,Bejeweled 3,Mac,16,NULL,78.3333,7,75.0167,47
27907,Rhythm Doctor,PC (Microsoft Windows),2,NULL,NULL,NULL,89.3044,14
27907,Rhythm Doctor,Mac,2,NULL,NULL,NULL,89.3044,14
27907,Rhythm Doctor,Android,2,NULL,NULL,NULL,89.3044,14
27907,Rhythm Doctor,iOS,2,NULL,NULL,NULL,89.3044,14
27907,Rhythm Doctor,Nintendo Switch,2,NULL,NULL,NULL,89.3044,14
5641,Might & Magic X: Legacy,PC (Microsoft Windows),5,NULL,70.0000,3,85.7274,17
5641,Might & Magic X: Legacy,Mac,5,NULL,70.0000,3,85.7274,17
641,Colin McRae Rally 04,PC (Microsoft Windows),11,NULL,80.0000,2,77.5478,40
22066,Silent Hill 2: Restless Dreams,PC (Microsoft Windows),2,NULL,90.0000,1,88.5462,17
1368,Sniper: Ghost Warrior 2,PC (Microsoft Windows),22,NULL,51.8000,12,61.0835,71
128069,Pokémon Mystery Dungeon: Rescue Team DX,Nintendo Switch,9,1,65.0000,7,78.7780,21
3179,Vietcong 2,PC (Microsoft Windows),NULL,NULL,67.5000,3,70.3823,17
5445,Q.U.B.E.,PC (Microsoft Windows),13,NULL,67.5000,2,70.0542,39
5445,Q.U.B.E.,Mac,13,NULL,67.5000,2,70.0542,39
5445,Q.U.B.E.,PlayStation 4,13,NULL,67.5000,2,70.0542,39
11654,P.T.,PlayStation 4,23,NULL,NULL,NULL,84.0377,70
7711,Betrayer,PC (Microsoft Windows),6,NULL,66.0000,2,61.6358,18
68682,The Painscreek Killings,PC (Microsoft Windows),1,NULL,NULL,NULL,71.8513,18
955,Tex Murphy: Under a Killing Moon,Linux,6,NULL,69.0000,1,88.8547,19
955,Tex Murphy: Under a Killing Moon,PC (Microsoft Windows),6,NULL,69.0000,1,88.8547,19
955,Tex Murphy: Under a Killing Moon,Mac,6,NULL,69.0000,1,88.8547,19
9508,Boiling Point: Road to Hell,PC (Microsoft Windows),1,NULL,70.0000,2,63.7399,14
7846,WWE 2K15,PC (Microsoft Windows),8,NULL,53.0667,15,54.1183,43
7846,WWE 2K15,PlayStation 4,8,NULL,53.0667,15,54.1183,43
7846,WWE 2K15,Xbox One,8,NULL,53.0667,15,54.1183,43
7496,Grand Chase,PC (Microsoft Windows),2,NULL,NULL,NULL,66.3368,13
3013,FireFall,PC (Microsoft Windows),7,NULL,59.0000,4,70.0160,14
12464,Shogo: Mobile Armor Division,Linux,6,NULL,NULL,NULL,79.6318,18
12464,Shogo: Mobile Armor Division,PC (Microsoft Windows),6,NULL,NULL,NULL,79.6318,18
12464,Shogo: Mobile Armor Division,Mac,6,NULL,NULL,NULL,79.6318,18
22179,Real Racing 3,Android,4,NULL,30.0000,1,80.9712,18
22179,Real Racing 3,iOS,4,NULL,30.0000,1,80.9712,18
6786,Sherlock Holmes: The Mystery of the Mummy,PC (Microsoft Windows),2,NULL,60.0000,1,69.2944,12
6786,Sherlock Holmes: The Mystery of the Mummy,iOS,2,NULL,60.0000,1,69.2944,12
1667,Panzer Dragoon,PC (Microsoft Windows),1,NULL,NULL,NULL,70.2349,20
18841,Gibbous: A Cthulhu Adventure,Linux,2,2,70.0000,1,74.7476,12
18841,Gibbous: A Cthulhu Adventure,PC (Microsoft Windows),2,2,70.0000,1,74.7476,12
18841,Gibbous: A Cthulhu Adventure,Mac,2,2,70.0000,1,74.7476,12
18841,Gibbous: A Cthulhu Adventure,Nintendo Switch,2,2,70.0000,1,74.7476,12
8190,Defense Grid: The Awakening,PC (Microsoft Windows),12,NULL,86.0000,2,71.2173,34
28234,Sacred 2 Gold,PC (Microsoft Windows),6,NULL,NULL,NULL,76.9248,11
138538,NHL 21,PlayStation 4,1,NULL,74.1250,10,79.8589,13
138538,NHL 21,Xbox One,1,NULL,74.1250,10,79.8589,13
3164,Prince of Persia 2: The Shadow and the Flame,Mac,11,NULL,30.0000,1,70.9391,30
13197,Redout,PC (Microsoft Windows),7,NULL,73.7500,4,67.4000,14
13197,Redout,PlayStation 4,7,NULL,73.7500,4,67.4000,14
13197,Redout,Xbox One,7,NULL,73.7500,4,67.4000,14
13197,Redout,Nintendo Switch,7,NULL,73.7500,4,67.4000,14
1944,Zork,Mac,6,NULL,NULL,NULL,70.3884,18
1945,Zork II: The Wizard of Frobozz,Mac,2,NULL,NULL,NULL,46.6833,13
33569,True Fear: Forsaken Souls Part 1,PC (Microsoft Windows),NULL,NULL,NULL,NULL,80.1223,12
33569,True Fear: Forsaken Souls Part 1,Mac,NULL,NULL,NULL,NULL,80.1223,12
33569,True Fear: Forsaken Souls Part 1,PlayStation 4,NULL,NULL,NULL,NULL,80.1223,12
33569,True Fear: Forsaken Souls Part 1,Xbox One,NULL,NULL,NULL,NULL,80.1223,12
33569,True Fear: Forsaken Souls Part 1,Nintendo Switch,NULL,NULL,NULL,NULL,80.1223,12
10456,In the Hunt,PC (Microsoft Windows),3,NULL,30.0000,1,79.9913,12
7246,Watchmen: The End Is Nigh,PC (Microsoft Windows),2,NULL,48.0000,5,64.2692,18
11221,The Solus Project,PC (Microsoft Windows),12,3,63.6667,6,66.1934,17
11221,The Solus Project,PlayStation 4,12,3,63.6667,6,66.1934,17
11221,The Solus Project,Xbox One,12,3,63.6667,6,66.1934,17
39205,Cut the Rope 2,PC (Microsoft Windows),6,1,NULL,NULL,76.6469,13
39205,Cut the Rope 2,Android,6,1,NULL,NULL,76.6469,13
39205,Cut the Rope 2,iOS,6,1,NULL,NULL,76.6469,13
300,Anno 1503,PC (Microsoft Windows),8,NULL,NULL,NULL,79.4127,32
31,Space Quest IV: Roger Wilco and the Time Rippers,PC (Microsoft Windows),3,NULL,NULL,NULL,94.5193,13
31,Space Quest IV: Roger Wilco and the Time Rippers,Mac,3,NULL,NULL,NULL,94.5193,13
7598,Alien Swarm,PC (Microsoft Windows),12,NULL,60.0000,1,70.3885,56
11707,Hacknet,Linux,18,NULL,88.0000,1,77.9072,31
11707,Hacknet,PC (Microsoft Windows),18,NULL,88.0000,1,77.9072,31
11707,Hacknet,Mac,18,NULL,88.0000,1,77.9072,31
1924,Police Quest: In Pursuit of the Death Angel,Mac,2,NULL,NULL,NULL,60.0124,13
2261,Gothic,PC (Microsoft Windows),130,NULL,78.0000,1,86.4877,344
3234,Arcania: Gothic 4,Linux,11,NULL,64.0000,7,56.4232,58
3234,Arcania: Gothic 4,PC (Microsoft Windows),11,NULL,64.0000,7,56.4232,58
3234,Arcania: Gothic 4,PlayStation 4,11,NULL,64.0000,7,56.4232,58
6952,Damnation,PC (Microsoft Windows),4,NULL,50.0000,4,63.3378,12
2380,Rise of the Triad: Dark War,Linux,5,NULL,NULL,NULL,74.8524,21
2380,Rise of the Triad: Dark War,PC (Microsoft Windows),5,NULL,NULL,NULL,74.8524,21
2380,Rise of the Triad: Dark War,Mac,5,NULL,NULL,NULL,74.8524,21
2380,Rise of the Triad: Dark War,iOS,5,NULL,NULL,NULL,74.8524,21
8117,Lone Survivor,Linux,13,NULL,81.3333,4,62.6981,21
8117,Lone Survivor,PC (Microsoft Windows),13,NULL,81.3333,4,62.6981,21
8117,Lone Survivor,Mac,13,NULL,81.3333,4,62.6981,21
19542,Oxygen Not Included,Linux,41,7,NULL,NULL,79.9033,88
19542,Oxygen Not Included,PC (Microsoft Windows),41,7,NULL,NULL,79.9033,88
19542,Oxygen Not Included,Mac,41,7,NULL,NULL,79.9033,88
5884,The King of Fighters 2002,Linux,12,NULL,NULL,NULL,66.5246,38
5884,The King of Fighters 2002,PC (Microsoft Windows),12,NULL,NULL,NULL,66.5246,38
5884,The King of Fighters 2002,Mac,12,NULL,NULL,NULL,66.5246,38
80659,Dumb Ways to Die,Android,2,NULL,NULL,NULL,73.3522,12
80659,Dumb Ways to Die,iOS,2,NULL,NULL,NULL,73.3522,12
26789,The Devil on G-String,PC (Microsoft Windows),6,NULL,NULL,NULL,81.5933,20
318,Ragnarok Online,PC (Microsoft Windows),11,NULL,NULL,NULL,77.3526,42
355,Quake III Arena,Linux,229,NULL,86.6667,3,83.4690,332
355,Quake III Arena,PC (Microsoft Windows),229,NULL,86.6667,3,83.4690,332
355,Quake III Arena,Mac,229,NULL,86.6667,3,83.4690,332
9474,Sonic the Hedgehog 4: Episode II,PC (Microsoft Windows),3,NULL,53.0000,4,55.5609,14
9474,Sonic the Hedgehog 4: Episode II,Android,3,NULL,53.0000,4,55.5609,14
9474,Sonic the Hedgehog 4: Episode II,iOS,3,NULL,53.0000,4,55.5609,14
5845,Onimusha: Warlords,PC (Microsoft Windows),23,NULL,70.0000,2,80.7792,73
24537,The Last Door: Season 2,PC (Microsoft Windows),1,1,65.0000,1,63.8608,11
2021,Mount & Blade,PC (Microsoft Windows),20,NULL,65.2500,4,73.0203,99
305,Cossacks II: Napoleonic Wars,Linux,5,NULL,65.0000,3,66.8348,12
305,Cossacks II: Napoleonic Wars,PC (Microsoft Windows),5,NULL,65.0000,3,66.8348,12
18387,Genital Jousting,PC (Microsoft Windows),49,3,62.5000,3,67.4925,31
18387,Genital Jousting,Mac,49,3,62.5000,3,67.4925,31
5506,Democracy 3,Linux,10,NULL,66.5000,2,79.1384,45
5506,Democracy 3,PC (Microsoft Windows),10,NULL,66.5000,2,79.1384,45
5506,Democracy 3,Mac,10,NULL,66.5000,2,79.1384,45
5506,Democracy 3,iOS,10,NULL,66.5000,2,79.1384,45
1842,Tom Clancy's Rainbow Six,PC (Microsoft Windows),14,NULL,NULL,NULL,77.7168,57
1842,Tom Clancy's Rainbow Six,Mac,14,NULL,NULL,NULL,77.7168,57
117008,Assemble With Care,PC (Microsoft Windows),2,NULL,75.0000,1,70.1143,24
117008,Assemble With Care,iOS,2,NULL,75.0000,1,70.1143,24
2132,The Binding of Isaac,PC (Microsoft Windows),92,NULL,83.5000,5,81.8616,311
2132,The Binding of Isaac,Mac,92,NULL,83.5000,5,81.8616,311
362,Heroes of Might and Magic: A Strategic Quest,PC (Microsoft Windows),12,NULL,75.0000,1,79.9401,41
362,Heroes of Might and Magic: A Strategic Quest,Mac,12,NULL,75.0000,1,79.9401,41
74732,Etterna,Linux,5,NULL,NULL,NULL,87.1732,14
74732,Etterna,PC (Microsoft Windows),5,NULL,NULL,NULL,87.1732,14
74732,Etterna,Mac,5,NULL,NULL,NULL,87.1732,14
19986,Samurai Shodown II,PC (Microsoft Windows),1,NULL,80.0000,1,81.4185,25
19986,Samurai Shodown II,Android,1,NULL,80.0000,1,81.4185,25
19986,Samurai Shodown II,Xbox One,1,NULL,80.0000,1,81.4185,25
14405,Triple Town,PC (Microsoft Windows),3,NULL,NULL,NULL,79.4013,12
14405,Triple Town,Mac,3,NULL,NULL,NULL,79.4013,12
14405,Triple Town,Android,3,NULL,NULL,NULL,79.4013,12
14405,Triple Town,iOS,3,NULL,NULL,NULL,79.4013,12
2461,Curse of the Azure Bonds,PC (Microsoft Windows),4,NULL,NULL,NULL,80.0745,12
2461,Curse of the Azure Bonds,Mac,4,NULL,NULL,NULL,80.0745,12
3145,Plants vs. Zombies 2: It's About Time,Android,23,NULL,80.0000,1,71.9332,85
3145,Plants vs. Zombies 2: It's About Time,iOS,23,NULL,80.0000,1,71.9332,85
51820,Heroes of Might and Magic III: Complete,Linux,6,NULL,NULL,NULL,94.1061,133
51820,Heroes of Might and Magic III: Complete,PC (Microsoft Windows),6,NULL,NULL,NULL,94.1061,133
51820,Heroes of Might and Magic III: Complete,Mac,6,NULL,NULL,NULL,94.1061,133
9648,Katawa Shoujo,Linux,27,NULL,NULL,NULL,81.0233,79
9648,Katawa Shoujo,PC (Microsoft Windows),27,NULL,NULL,NULL,81.0233,79
9648,Katawa Shoujo,Mac,27,NULL,NULL,NULL,81.0233,79
10743,Sid Meier's Railroads!,PC (Microsoft Windows),5,NULL,75.0000,2,77.0671,11
10743,Sid Meier's Railroads!,Mac,5,NULL,75.0000,2,77.0671,11
1620,Mortal Kombat 3,PC (Microsoft Windows),30,NULL,50.0000,1,73.8885,173
22652,Shadowrun: Dragonfall,Linux,15,NULL,82.5000,2,82.6200,35
22652,Shadowrun: Dragonfall,PC (Microsoft Windows),15,NULL,82.5000,2,82.6200,35
22652,Shadowrun: Dragonfall,Mac,15,NULL,82.5000,2,82.6200,35
22652,Shadowrun: Dragonfall,Android,15,NULL,82.5000,2,82.6200,35
22652,Shadowrun: Dragonfall,iOS,15,NULL,82.5000,2,82.6200,35
119262,Tom Clancy's Rainbow Six Extraction,PC (Microsoft Windows),5,15,77.0000,12,62.8317,19
119262,Tom Clancy's Rainbow Six Extraction,PlayStation 4,5,15,77.0000,12,62.8317,19
119262,Tom Clancy's Rainbow Six Extraction,Xbox One,5,15,77.0000,12,62.8317,19
119262,Tom Clancy's Rainbow Six Extraction,PlayStation 5,5,15,77.0000,12,62.8317,19
7969,Colin McRae Rally 2005,PC (Microsoft Windows),13,NULL,80.0000,3,78.7001,43
7969,Colin McRae Rally 2005,Mac,13,NULL,80.0000,3,78.7001,43
826,Saints Row 2,PC (Microsoft Windows),80,NULL,81.1667,8,72.9875,235
15995,Puzzle Agent,PC (Microsoft Windows),8,NULL,NULL,NULL,61.5806,21
15995,Puzzle Agent,Mac,8,NULL,NULL,NULL,61.5806,21
560,Aliens vs. Predator,PC (Microsoft Windows),34,NULL,74.0000,6,69.1139,129
61296,Mogeko Castle,PC (Microsoft Windows),NULL,NULL,NULL,NULL,69.7301,15
790,Might and Magic VI: The Mandate of Heaven,PC (Microsoft Windows),16,NULL,NULL,NULL,87.3607,27
2609,Rising Storm,PC (Microsoft Windows),11,NULL,NULL,NULL,76.7429,25
114,Star Wars: The Old Republic,PC (Microsoft Windows),74,NULL,85.0000,11,75.9014,181
939,Wizardry 8,PC (Microsoft Windows),5,NULL,NULL,NULL,79.9967,19
939,Wizardry 8,Mac,5,NULL,NULL,NULL,79.9967,19
18975,Oceanhorn: Monster of Uncharted Seas,PC (Microsoft Windows),8,NULL,72.9167,14,73.2091,17
18975,Oceanhorn: Monster of Uncharted Seas,Mac,8,NULL,72.9167,14,73.2091,17
18975,Oceanhorn: Monster of Uncharted Seas,Android,8,NULL,72.9167,14,73.2091,17
18975,Oceanhorn: Monster of Uncharted Seas,PlayStation 4,8,NULL,72.9167,14,73.2091,17
18975,Oceanhorn: Monster of Uncharted Seas,Xbox One,8,NULL,72.9167,14,73.2091,17
18975,Oceanhorn: Monster of Uncharted Seas,Nintendo Switch,8,NULL,72.9167,14,73.2091,17
2867,Ultima III: Exodus,Mac,2,NULL,NULL,NULL,51.0931,19
5433,Sengoku,PC (Microsoft Windows),1,NULL,71.0000,0,60.4483,12
161,Star Wars: Rebel Assault,PC (Microsoft Windows),1,NULL,NULL,NULL,63.8020,18
161,Star Wars: Rebel Assault,Mac,1,NULL,NULL,NULL,63.8020,18
23867,PewDiePie's Tuber Simulator,Android,142,7,NULL,NULL,71.7549,64
23867,PewDiePie's Tuber Simulator,iOS,142,7,NULL,NULL,71.7549,64
2868,Ultima II: The Revenge of the Enchantress,Mac,2,NULL,NULL,NULL,56.5977,18
77493,Utawarerumono: Prelude to the Fallen,PC (Microsoft Windows),1,NULL,71.0000,1,70.5226,18
77493,Utawarerumono: Prelude to the Fallen,PlayStation 4,1,NULL,71.0000,1,70.5226,18
7964,Ittle Dew,Linux,5,NULL,81.0000,2,75.4525,14
7964,Ittle Dew,PC (Microsoft Windows),5,NULL,81.0000,2,75.4525,14
7964,Ittle Dew,Mac,5,NULL,81.0000,2,75.4525,14
7964,Ittle Dew,Android,5,NULL,81.0000,2,75.4525,14
7964,Ittle Dew,iOS,5,NULL,81.0000,2,75.4525,14
7964,Ittle Dew,Nintendo Switch,5,NULL,81.0000,2,75.4525,14
9938,Aarklash: Legacy,PC (Microsoft Windows),5,NULL,NULL,NULL,75.8936,12
136868,Train Sim World 2,PC (Microsoft Windows),5,NULL,90.0000,1,83.7926,14
136868,Train Sim World 2,PlayStation 4,5,NULL,90.0000,1,83.7926,14
136868,Train Sim World 2,Xbox One,5,NULL,90.0000,1,83.7926,14
136868,Train Sim World 2,PlayStation 5,5,NULL,90.0000,1,83.7926,14
720,Freedom Force,PC (Microsoft Windows),10,NULL,90.0000,2,74.1837,24
720,Freedom Force,Mac,10,NULL,90.0000,2,74.1837,24
7033,SpellForce 2: Shadow Wars,PC (Microsoft Windows),9,NULL,88.3333,3,76.7100,24
2886,Starflight,Mac,5,NULL,NULL,NULL,78.9303,16
5384,Advanced Dungeons & Dragons: Eye of the Beholder,Linux,11,NULL,NULL,NULL,82.0034,36
5384,Advanced Dungeons & Dragons: Eye of the Beholder,PC (Microsoft Windows),11,NULL,NULL,NULL,82.0034,36
21127,Broken Sword: Shadow of the Templars - The Director's Cut,Linux,11,1,83.0000,4,76.4200,39
21127,Broken Sword: Shadow of the Templars - The Director's Cut,PC (Microsoft Windows),11,1,83.0000,4,76.4200,39
21127,Broken Sword: Shadow of the Templars - The Director's Cut,Mac,11,1,83.0000,4,76.4200,39
21127,Broken Sword: Shadow of the Templars - The Director's Cut,Android,11,1,83.0000,4,76.4200,39
21127,Broken Sword: Shadow of the Templars - The Director's Cut,iOS,11,1,83.0000,4,76.4200,39
57372,SoulWorker,PC (Microsoft Windows),16,5,80.0000,1,61.7477,20
18279,BattleTech,Linux,22,9,82.2500,9,80.1444,26
18279,BattleTech,PC (Microsoft Windows),22,9,82.2500,9,80.1444,26
